?class	?labels	?synonyms	?definitions
<http://purl.obolibrary.org/obo/OMP_0000013>	"decreased endospore formation"		"An altered endospore formation phenotype where the rate, frequency, timing, or extent of  endospore formation is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000014>	"increased endospore formation"		"An altered endospore formation phenotype where the rate, frequency, timing, or extent of endospore formation is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000015>	"decreased heterocyst formation"		"A heterocyst formation phenotype where heterocyst formation is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000016>	"delayed spore germination"		"A spore germination phenotype where a spore undergoes germination after a longer than usual dormancy period."
<http://purl.obolibrary.org/obo/OMP_0000017>	"presence of endospore formation"		"An endospore formation phenotype where the cell possesses the ability to form an endospore."
<http://purl.obolibrary.org/obo/OMP_0000018>	"absence of endospore formation"		"An endospore formation phenotype where the cell does not possess the ability to form an endospore."
<http://purl.obolibrary.org/obo/OMP_0000019>	"increased cell surface area-to-volume ratio"		
<http://purl.obolibrary.org/obo/OMP_0000020>	"presence of myxospore formation"		"A myxospore formation phenotype where an organism possesses the ability to form myxospores."
<http://purl.obolibrary.org/obo/OMP_0000021>	"absence of myxospore formation"		"A myxospore formation phenotype where an organism does not possess the ability to form myxospores."
<http://purl.obolibrary.org/obo/OMP_0000022>	"decreased myxospore formation"		"An altered myxospore formation phenotype where the rate, frequency, timing, or extent of myxospore formation is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000023>	"periplasmic flagellum/flagella"	"endoflagella | axial fibril | axial filament"	"A flagellum distribution phenotype where the flagellum filament of an organism is located in the periplasm and does not extend past the cell envelope."
<http://purl.obolibrary.org/obo/OMP_0000024>	"altered flagellum length"		"An altered flagellum phenotype where the length of the flagellum is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000025>	"altered cell surface area-to-volume ratio variability"		
<http://purl.obolibrary.org/obo/OMP_0000026>	"host-virus interaction phenotype"	"host-bacteriophage interaction phenotype | host-phage interaction phenotype"	"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A microbial phenotype related to the ability of a host to be infected by and/or support reproduction of a virus."
<http://purl.obolibrary.org/obo/OMP_0000027>	"flagellum morphology phenotype"	"axial filament phenotype"	"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A cell projection morphology phenotype relating to the size, shape, or appearance of flagella, which are threadlike structures borne either singly or in groups by a motile cell, which propel the cell."
<http://purl.obolibrary.org/obo/OMP_0000028>	"decreased number of pili"	"decreased fimbriae formation"	"A presence of pilus phenotype where a microorganism has fewer pili per cell relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000029>	"presence of flagellum"		"A flagellum phenotype where the organism possesses a flagellum or flagella in at least some environments."
<http://purl.obolibrary.org/obo/OMP_0000030>	"absence of flagellum"	"non-flagellated phenotype"	"A flagellum phenotype where the organism does not possess a flagellum or flagella."
<http://purl.obolibrary.org/obo/OMP_0000031>	"altered flagellum shape"		"An altered flagellum phenotype where the shape of the flagellum is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000032>	"decreased cell surface area-to-volume ratio variability"		
<http://purl.obolibrary.org/obo/OMP_0000033>	"absence of pilus"	"fimbria absent"	"A pilus phenotype where an organism does not possess a pilus."
<http://purl.obolibrary.org/obo/OMP_0000034>	"presence of pilus"	"fimbria present"	"A pilus phenotype where a microorganism produces a pilus or pili in one or more growth conditions. | Fimbria (plural, fimbriae) is a common synonym for pilus (plural, pili)."
<http://purl.obolibrary.org/obo/OMP_0000035>	"malformed pilus"	"malformed fimbrium"	"A pilus phenotype where the cell possesses a pilus that was distorted during formation."
<http://purl.obolibrary.org/obo/OMP_0000036>	"increased amount of capsule"		"An altered capsule phenotype where the amount of capsule is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000037>	"increased flagellum length"		"An altered flagellum length phenotype where the length of the flagellum is longer than a designated control."
<http://purl.obolibrary.org/obo/OMP_0000038>	"increased cell surface area-to-volume ratio variability"		
<http://purl.obolibrary.org/obo/OMP_0000039>	"O2 effects on population growth phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A population growth range phenotype related to how growth of a microbial population is affected by different concentrations of oxygen gas (O2) in the environment."
