metpo_id	metpo_label	xref_iris	xref_labels	mapping_types	distances	ontologies
METPO:1000666	cell shape	['http://purl.obolibrary.org/obo/APO_0000051', 'http://purl.obolibrary.org/obo/OBA_0000052', '<http://purl.jp/bio/10/mpo#MPO_01001>', 'http://purl.obolibrary.org/obo/APO_0000051', 'http://purl.obolibrary.org/obo/FLOPO_0002683', 'http://purl.obolibrary.org/obo/OBA_0000052', 'http://purl.obolibrary.org/obo/OBA_0000052', 'http://purl.obolibrary.org/obo/PATO_0010006', '<http://doi.org/10.1601/CellShapeModifier>']	['cell shape', 'cell shape', 'Cell shape', 'cell shape', 'plant cell shape', 'cell shape', 'cell shape', 'cell morphology', 'Cell shape modifier']	['skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0037, 0.0037, 0.1373, 0.3993, 0.4963, 0.5034, 0.5034, 0.505, 0.5878]	['APO', 'OBA', 'UNKNOWN', 'APO', 'FLOPO', 'OBA', 'OBA', 'PATO', 'DOI']
METPO:1000667	bacillus shaped	['http://purl.obolibrary.org/obo/MICRO_0000401']	['bacillus']	['skos:relatedMatch']	[0.3226]	['MICRO']
METPO:1000668	coccus shaped	['http://purl.obolibrary.org/obo/MICRO_0000402', '<http://purl.obolibrary.org/obo/OMP_0000075>', 'http://purl.obolibrary.org/obo/OMP_0000075']	['coccus', 'coccus', 'coccus']	['skos:closeMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.1767, 0.4284, 0.4285]	['MICRO', 'OMP', 'OMP']
METPO:1000669	crescent shaped	['http://purl.obolibrary.org/obo/FLOPO_0017171', '<http://purl.jp/bio/10/mpo#MPO_01004>', 'http://purl.obolibrary.org/obo/FLOPO_0023959', 'http://purl.obolibrary.org/obo/PATO_0001870', 'http://purl.obolibrary.org/obo/FLOPO_0014859', 'http://purl.obolibrary.org/obo/FLOPO_0022759']	['style crescent-shaped', 'Crescent shape', 'fruit crescent-shaped', 'crescent-shaped', 'aril crescent-shaped', 'corolla crescent-shaped']	['skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.3253, 0.3832, 0.4596, 0.5221, 0.5479, 0.5806]	['FLOPO', 'UNKNOWN', 'FLOPO', 'PATO', 'FLOPO', 'FLOPO']
METPO:1000670	curved shaped	['http://purl.obolibrary.org/obo/PATO_0000406', '<http://purl.jp/bio/10/mpo#MPO_01005>', 'http://purl.obolibrary.org/obo/FLOPO_0000155', 'http://purl.obolibrary.org/obo/FLOPO_0012944', 'http://purl.obolibrary.org/obo/PATO_0000406']	['curved', 'Curved shape', 'style curved', 'stem curved', 'curved']	['skos:closeMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.241, 0.3159, 0.4542, 0.5415, 0.5916]	['PATO', 'UNKNOWN', 'FLOPO', 'FLOPO', 'PATO']
METPO:1000671	diplococcus shaped	['http://purl.obolibrary.org/obo/MICRO_0000383']	['diplococcus']	['skos:relatedMatch']	[0.3165]	['MICRO']
METPO:1000672	dumbbell shaped	['http://purl.obolibrary.org/obo/PATO_0001876', 'http://purl.obolibrary.org/obo/PATO_0001876', 'http://purl.obolibrary.org/obo/PATO_0001876', 'http://purl.obolibrary.org/obo/PATO_0001876']	['dumbbell-shaped', 'dumbbell-shaped', 'dumbbell-shaped', 'dumbbell-shaped']	['skos:closeMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0573, 0.5893, 0.5893, 0.5893]	['PATO', 'PATO', 'PATO', 'PATO']
METPO:1000673	ellipsoidal	['http://purl.obolibrary.org/obo/PATO_0000947', 'http://purl.obolibrary.org/obo/PATO_0000947']	['elliptic', 'elliptic']	['skos:broadMatch', 'skos:broadMatch']	[0.5663, 0.5874]	['PATO', 'PATO']
METPO:1000674	filament shaped	['http://purl.obolibrary.org/obo/FLOPO_0018443', 'http://purl.obolibrary.org/obo/FLOPO_0009323', 'http://purl.obolibrary.org/obo/FLOPO_0001649', 'http://purl.obolibrary.org/obo/FLOPO_0010661', 'http://purl.obolibrary.org/obo/FLOPO_0002864', 'http://purl.obolibrary.org/obo/FLOPO_0004502', 'http://purl.obolibrary.org/obo/FLOPO_0021543', 'http://purl.obolibrary.org/obo/FLOPO_0001081', 'http://purl.obolibrary.org/obo/FLOPO_0011860', 'http://purl.obolibrary.org/obo/FLOPO_0008236', 'http://purl.obolibrary.org/obo/FLOPO_0023148', 'http://purl.obolibrary.org/obo/FLOPO_0009536', 'http://purl.obolibrary.org/obo/FLOPO_0011033', 'http://purl.obolibrary.org/obo/FLOPO_0002168', 'http://purl.obolibrary.org/obo/FLOPO_0002066', 'http://purl.obolibrary.org/obo/FLOPO_0005973', 'http://purl.obolibrary.org/obo/FLOPO_0022229', 'http://purl.obolibrary.org/obo/FLOPO_0002166', 'http://purl.obolibrary.org/obo/FLOPO_0023600', 'http://purl.obolibrary.org/obo/FLOPO_0003867']	['filament star shaped', 'filament spindle-shaped', 'filament shape', 'filament elongated', 'filament cylindrical', 'filament funnel-shaped', 'filament fan-shaped', 'filament structure', 'filament V-shaped', 'filament arrow-shaped', 'filament distributed', 'filament pointed', 'filament conical', 'filament spherical', 'filament morphology', 'filament flattened', 'filament slender', 'filament curved', 'filament branched', 'filament oblong']	['skos:closeMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.2438, 0.2674, 0.2713, 0.2769, 0.277, 0.2798, 0.3194, 0.3254, 0.3267, 0.3291, 0.3434, 0.3465, 0.3613, 0.3623, 0.3658, 0.375, 0.3786, 0.3838, 0.3845, 0.3888]	['FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO']
METPO:1000675	flask shaped	['<http://purl.jp/bio/10/mpo#MPO_01008>', 'http://purl.obolibrary.org/obo/NCIT_C96144']	['Flask shape', 'flask']	['skos:broadMatch', 'skos:broadMatch']	[0.3514, 0.536]	['UNKNOWN', 'NCIT']
METPO:1000676	helical shaped	['<http://purl.jp/bio/10/mpo#MPO_01010>', 'http://purl.obolibrary.org/obo/PATO_0000404']	['Helical shape', 'coiled']	['skos:broadMatch', 'skos:broadMatch']	[0.4469, 0.5542]	['UNKNOWN', 'PATO']
METPO:1000677	ovoid shaped	['<http://purl.jp/bio/10/mpo#MPO_01013>', 'http://purl.obolibrary.org/obo/PATO_0001891']	['Ovoid shape', 'ovate']	['skos:broadMatch', 'skos:broadMatch']	[0.5015, 0.5396]	['UNKNOWN', 'PATO']
METPO:1000679	pleomorphic shaped	['<http://purl.jp/bio/10/mpo#MPO_01014>', 'http://purl.obolibrary.org/obo/PATO_0001356', 'http://purl.obolibrary.org/obo/PATO_0001356', 'http://purl.obolibrary.org/obo/PATO_0001356', 'http://purl.obolibrary.org/obo/MICRO_0000427', '<http://purl.obolibrary.org/obo/OMP_0000132>', 'http://purl.obolibrary.org/obo/OMP_0000132']	['Pleomorphic shape', 'pleomorphic', 'pleomorphic', 'pleomorphic', 'pleomorphic cell', 'pleomorphic cell shape', 'pleomorphic cell shape']	['skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.3425, 0.3713, 0.3713, 0.3713, 0.5356, 0.5357, 0.5358]	['UNKNOWN', 'PATO', 'PATO', 'PATO', 'MICRO', 'OMP', 'OMP']
METPO:1000680	ring shaped	['http://purl.obolibrary.org/obo/PATO_0002539', 'http://purl.obolibrary.org/obo/PATO_0040001', 'http://purl.obolibrary.org/obo/PATO_0040001', 'http://purl.obolibrary.org/obo/PATO_0002539', 'http://purl.obolibrary.org/obo/PATO_0002539', 'http://purl.obolibrary.org/obo/PATO_0002539']	['ring shaped', 'obsolete ring-shaped', 'obsolete ring-shaped', 'ring shaped', 'ring shaped', 'ring shaped']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.3661, 0.467, 0.467, 0.5622, 0.5622, 0.5637]	['PATO', 'PATO', 'PATO', 'PATO', 'PATO', 'PATO']
METPO:1000682	spore shaped	['http://purl.obolibrary.org/obo/FLOPO_0009935', '<http://purl.jp/bio/10/mpo#MPO_01019>', 'http://purl.obolibrary.org/obo/FLOPO_0001788', 'http://purl.obolibrary.org/obo/FYPO_0002467', 'http://purl.obolibrary.org/obo/FLOPO_0012599', 'http://purl.obolibrary.org/obo/FLOPO_0003006', 'http://purl.obolibrary.org/obo/FLOPO_0021338', 'http://purl.obolibrary.org/obo/FLOPO_0013944', 'http://purl.obolibrary.org/obo/FLOPO_0016597', 'http://purl.obolibrary.org/obo/FLOPO_0009550', 'http://purl.obolibrary.org/obo/FLOPO_0022839', 'http://purl.obolibrary.org/obo/FLOPO_0007754', 'http://purl.obolibrary.org/obo/FLOPO_0004580', 'http://purl.obolibrary.org/obo/FLOPO_0016838', 'http://purl.obolibrary.org/obo/FLOPO_0017619', 'http://purl.obolibrary.org/obo/FYPO_0000943', 'http://purl.obolibrary.org/obo/FLOPO_0018892', 'http://purl.obolibrary.org/obo/FLOPO_0003007', 'http://purl.obolibrary.org/obo/FLOPO_0008782', 'http://purl.obolibrary.org/obo/FLOPO_0021320']	['plant spore shape', 'Spore shape', 'spore capsule annulus shape', 'abnormal spore shape', 'spore capsule annulus star shaped', 'spore capsule annulus spherical', 'spore capsule annulus spindle-shaped', 'spore capsule annulus ovate', 'spore capsule annulus conical', 'spore capsule annulus flattened', 'spore capsule annulus pointed', 'spore capsule annulus cylindrical', 'plant spore convex 3-D shape', 'plant spore concave 3-D shape', 'spore capsule annulus oblong', 'normal spore morphology', 'spore capsule annulus obovate', 'spore capsule annulus convex 3-D shape', 'spore capsule annulus bilobed', 'spore capsule annulus lanceolate']	['skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.3329, 0.3626, 0.3914, 0.3958, 0.4075, 0.4146, 0.4195, 0.4266, 0.4283, 0.4353, 0.4364, 0.4366, 0.4398, 0.4414, 0.4466, 0.4469, 0.4475, 0.4517, 0.4528, 0.4557]	['FLOPO', 'UNKNOWN', 'FLOPO', 'FYPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FYPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO']
METPO:1000684	spiral shaped	['<http://purl.jp/bio/10/mpo#MPO_01018>', 'http://purl.obolibrary.org/obo/PATO_0001409']	['Spiral', 'spindle-shaped']	['skos:broadMatch', 'skos:broadMatch']	[0.5052, 0.5546]	['UNKNOWN', 'PATO']
METPO:1000685	star shaped	['http://purl.obolibrary.org/obo/FLOPO_0012311', 'http://purl.obolibrary.org/obo/PATO_0002065', 'http://purl.obolibrary.org/obo/FLOPO_0003810', 'http://purl.obolibrary.org/obo/FLOPO_0019201', 'http://purl.obolibrary.org/obo/FLOPO_0001298', 'http://purl.obolibrary.org/obo/FLOPO_0003937', 'http://purl.obolibrary.org/obo/PATO_0002065', 'http://purl.obolibrary.org/obo/PATO_0002065', 'http://purl.obolibrary.org/obo/PATO_0002065', 'http://purl.obolibrary.org/obo/PATO_0002065', '<http://purl.jp/bio/10/mpo#MPO_01021>', 'http://purl.obolibrary.org/obo/FLOPO_0005207', 'http://purl.obolibrary.org/obo/FLOPO_0004222', 'http://purl.obolibrary.org/obo/FLOPO_0010899', 'http://purl.obolibrary.org/obo/FLOPO_0015094']	['style star shaped', 'star shaped', 'stem star shaped', 'stalk star shaped', 'branch star shaped', 'seed star shaped', 'star shaped', 'star shaped', 'star shaped', 'star shaped', 'Star shape', 'bud star shaped', 'leaf star shaped', 'root star shaped', 'stele star shaped']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.3827, 0.409, 0.4298, 0.4928, 0.5044, 0.5256, 0.5319, 0.5319, 0.5319, 0.5319, 0.5473, 0.551, 0.5657, 0.5737, 0.5803]	['FLOPO', 'PATO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'PATO', 'PATO', 'PATO', 'PATO', 'UNKNOWN', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO']
METPO:1000686	vibrio shaped	['<http://purl.jp/bio/10/mpo#MPO_01022>', '<http://doi.org/10.1601/Vibrio>', 'http://purl.obolibrary.org/obo/NCBITaxon_662', 'http://purl.obolibrary.org/obo/NCBITaxon_662', '<http://purl.obolibrary.org/obo/OMP_0000077>', 'http://purl.obolibrary.org/obo/OMP_0000077']	['Vibrio shape', 'Vibrio', 'Vibrio', 'Vibrio', 'vibrio', 'vibrio']	['skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.2884, 0.3535, 0.3536, 0.3536, 0.5251, 0.5252]	['UNKNOWN', 'DOI', 'UNKNOWN', 'UNKNOWN', 'OMP', 'OMP']
METPO:1000687	branched shaped	['http://purl.obolibrary.org/obo/PATO_0000402', 'http://purl.obolibrary.org/obo/FLOPO_0011999', 'http://purl.obolibrary.org/obo/FLOPO_0003732', 'http://purl.obolibrary.org/obo/FLOPO_0008886', 'http://purl.obolibrary.org/obo/FLOPO_0003864', 'http://purl.obolibrary.org/obo/FLOPO_0008396', 'http://purl.obolibrary.org/obo/FLOPO_0010488', 'http://purl.obolibrary.org/obo/FLOPO_0002435', 'http://purl.obolibrary.org/obo/FYPO_0001512', 'http://purl.obolibrary.org/obo/FLOPO_0000540', 'http://purl.obolibrary.org/obo/FLOPO_0006788', 'http://purl.obolibrary.org/obo/FLOPO_0000002', 'http://purl.obolibrary.org/obo/FLOPO_0013736', 'http://purl.obolibrary.org/obo/FLOPO_0003672']	['branched', 'fruit branched', 'style branched', 'seed branched', 'stalk branched', 'flower branched', 'awn branched', 'branch branched', 'branched, elongated cell', 'leaf branched', 'bract branched', 'stem branched', 'leaflet branched', 'root branched']	['skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.302, 0.475, 0.5067, 0.5137, 0.5144, 0.5353, 0.5421, 0.5535, 0.56, 0.5609, 0.5739, 0.5826, 0.5918, 0.5995]	['PATO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FYPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO']
METPO:1000688	coccobacillus shaped	['http://purl.obolibrary.org/obo/MICRO_0000366', '<http://purl.obolibrary.org/obo/OMP_0000123>', 'http://purl.obolibrary.org/obo/OMP_0000123']	['coccobacillus', 'coccobacillus cell shape', 'coccobacillus cell shape']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.4414, 0.4775, 0.4775]	['MICRO', 'OMP', 'OMP']
METPO:1000690	fusiform shaped	['http://purl.obolibrary.org/obo/PATO_0002400', '<http://purl.jp/bio/10/mpo#MPO_01009>', 'http://purl.obolibrary.org/obo/FLOPO_0012211', 'http://purl.obolibrary.org/obo/PATO_0002400', 'http://purl.obolibrary.org/obo/PATO_0002400', 'http://purl.obolibrary.org/obo/PATO_0002400', 'http://purl.obolibrary.org/obo/FLOPO_0001700', 'http://purl.obolibrary.org/obo/FLOPO_0011415', 'http://purl.obolibrary.org/obo/FLOPO_0002397', 'http://purl.obolibrary.org/obo/FLOPO_0018657', 'http://purl.obolibrary.org/obo/FLOPO_0017956', 'http://purl.obolibrary.org/obo/FLOPO_0014849', 'http://purl.obolibrary.org/obo/FLOPO_0021074', 'http://purl.obolibrary.org/obo/FLOPO_0017299', 'http://purl.obolibrary.org/obo/FLOPO_0021501', 'http://purl.obolibrary.org/obo/UBERON_0002766']	['fusiform', 'Fusiform shape', 'style fusiform', 'fusiform', 'fusiform', 'fusiform', 'fruit fusiform', 'seed fusiform', 'stalk fusiform', 'leaf fusiform', 'stem fusiform', 'bud fusiform', 'coma fusiform', 'root fusiform', 'testa fusiform', 'fusiform gyrus']	['skos:closeMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.1192, 0.3179, 0.3501, 0.3567, 0.3567, 0.3567, 0.3776, 0.3845, 0.3889, 0.4011, 0.4694, 0.4744, 0.5043, 0.5499, 0.5873, 0.5926]	['PATO', 'UNKNOWN', 'FLOPO', 'PATO', 'PATO', 'PATO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'UBERON']
METPO:1000691	irregular shaped	['http://purl.obolibrary.org/obo/PATO_0005020', 'http://purl.obolibrary.org/obo/PATO_0000940', 'http://purl.obolibrary.org/obo/PATO_0000940', 'http://purl.obolibrary.org/obo/PATO_0000939', 'http://purl.obolibrary.org/obo/PATO_0000939', 'http://purl.obolibrary.org/obo/PATO_0005020', 'http://purl.obolibrary.org/obo/PATO_0005020', 'http://purl.obolibrary.org/obo/PATO_0005020', 'http://purl.obolibrary.org/obo/MP_0001319', 'http://purl.obolibrary.org/obo/MICRO_0000333']	['irregularly shaped', 'obsolete irregular shape', 'obsolete irregular shape', 'obsolete regular shape', 'obsolete regular shape', 'irregularly shaped', 'irregularly shaped', 'irregularly shaped', 'irregularly shaped pupil', 'irregular cell']	['skos:closeMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0977, 0.2691, 0.2691, 0.4412, 0.4412, 0.529, 0.529, 0.529, 0.556, 0.5954]	['PATO', 'PATO', 'PATO', 'PATO', 'PATO', 'PATO', 'PATO', 'PATO', 'MP', 'MICRO']
METPO:1000692	spindle shaped	['http://purl.obolibrary.org/obo/PATO_0001409', 'http://purl.obolibrary.org/obo/FLOPO_0014948', 'http://purl.obolibrary.org/obo/FYPO_0007230', 'http://purl.obolibrary.org/obo/FLOPO_0011032', 'http://purl.obolibrary.org/obo/FLOPO_0005699', 'http://purl.obolibrary.org/obo/GO_0005819', 'http://purl.obolibrary.org/obo/GO_0005819', 'http://purl.obolibrary.org/obo/FLOPO_0020493', 'http://purl.obolibrary.org/obo/FLOPO_0007298', 'http://purl.obolibrary.org/obo/FLOPO_0015193', 'http://purl.obolibrary.org/obo/FLOPO_0002969', 'http://purl.obolibrary.org/obo/FLOPO_0002775', 'http://purl.obolibrary.org/obo/APO_0000213', 'http://purl.obolibrary.org/obo/FLOPO_0020630', 'http://purl.obolibrary.org/obo/FYPO_0004568', 'http://purl.obolibrary.org/obo/FLOPO_0002157', 'http://purl.obolibrary.org/obo/FLOPO_0009323', 'http://purl.obolibrary.org/obo/FLOPO_0009822', 'http://purl.obolibrary.org/obo/FYPO_0000730', 'http://purl.obolibrary.org/obo/GO_0000922']	['spindle-shaped', 'stem spindle-shaped', 'spindle-shaped cell', 'leaflet spindle-shaped', 'seed spindle-shaped', 'spindle', 'spindle', 'stalk spindle-shaped', 'leaf spindle-shaped', 'branch spindle-shaped', 'style spindle-shaped', 'fruit spindle-shaped', 'spindle morphology', 'testa spindle-shaped', 'normal spindle', 'root spindle-shaped', 'filament spindle-shaped', 'bud spindle-shaped', 'long spindle', 'spindle pole']	['skos:closeMatch', 'skos:closeMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.05, 0.2194, 0.2867, 0.3027, 0.3181, 0.345, 0.345, 0.3502, 0.3605, 0.3667, 0.3714, 0.3784, 0.4076, 0.4172, 0.4352, 0.4444, 0.4518, 0.4607, 0.4644, 0.5032]	['PATO', 'FLOPO', 'FYPO', 'FLOPO', 'FLOPO', 'GO', 'GO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'APO', 'FLOPO', 'FYPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FYPO', 'GO']
METPO:1000693	spirochete shaped	['<http://purl.jp/bio/10/mpo#MPO_01023>', 'http://purl.obolibrary.org/obo/FOODON_03414586', 'http://purl.obolibrary.org/obo/FOODON_03414585', '<http://purl.obolibrary.org/obo/OMP_0000125>', 'http://purl.obolibrary.org/obo/OMP_0000125', 'http://purl.obolibrary.org/obo/FOODON_03412852', 'http://purl.obolibrary.org/obo/NCBITaxon_136', 'http://purl.obolibrary.org/obo/CHEBI_72600']	['Spirochete shape', 'spirochaetes', 'spirochaetae', 'spirochete', 'spirochete', 'obsolete: spirochaetales', 'Spirochaetales', 'spiroketal']	['skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.3123, 0.3712, 0.457, 0.4653, 0.4705, 0.5318, 0.5477, 0.5633]	['UNKNOWN', 'FOODON', 'FOODON', 'OMP', 'OMP', 'FOODON', 'UNKNOWN', 'CHEBI']
METPO:1000694	square shaped	['<http://purl.jp/bio/10/mpo#MPO_01020>']	['Square shape']	['skos:broadMatch']	[0.5249]	['UNKNOWN']
METPO:1000696	triangular shaped	['http://purl.obolibrary.org/obo/MP_0012546', 'http://purl.obolibrary.org/obo/PATO_0001875', 'http://purl.obolibrary.org/obo/FLOPO_0001647', 'http://purl.obolibrary.org/obo/PATO_0001875', 'http://purl.obolibrary.org/obo/PATO_0001875', 'http://purl.obolibrary.org/obo/PATO_0001875', 'http://purl.obolibrary.org/obo/PATO_0001875']	['triangular face', 'triangular', 'style triangular', 'triangular', 'triangular', 'triangular', 'triangular']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.4899, 0.5218, 0.5681, 0.5701, 0.5904, 0.5904, 0.5904]	['MP', 'PATO', 'FLOPO', 'PATO', 'PATO', 'PATO', 'PATO']
METPO:1000697	gram stain	['<http://purl.jp/bio/10/mpo#MPO_07001>', 'http://purl.obolibrary.org/obo/MICRO_0000203', 'http://purl.obolibrary.org/obo/MICRO_0000618']	['Gram stain', 'Gram stain assay', 'Gram stain variable']	['skos:closeMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.1291, 0.3758, 0.5994]	['UNKNOWN', 'MICRO', 'MICRO']
METPO:1000698	gram positive	['http://purl.obolibrary.org/obo/MICRO_0001372', '<http://purl.jp/bio/10/mpo#MPO_07002>', '<http://purl.jp/bio/10/mpo#MPO_07003>', 'http://purl.obolibrary.org/obo/MICRO_0001373', 'http://purl.obolibrary.org/obo/MICRO_0000616']	['Gram-positive bacteria', 'Gram positive', 'Gram negative', 'Gram-negative bacteria', 'Gram stain positive']	['skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.2949, 0.3663, 0.4648, 0.4896, 0.5528]	['MICRO', 'UNKNOWN', 'UNKNOWN', 'MICRO', 'MICRO']
METPO:1000699	gram negative	['http://purl.obolibrary.org/obo/MICRO_0001373', '<http://purl.jp/bio/10/mpo#MPO_07003>', 'http://purl.obolibrary.org/obo/MICRO_0001372', '<http://purl.jp/bio/10/mpo#MPO_07002>']	['Gram-negative bacteria', 'Gram negative', 'Gram-positive bacteria', 'Gram positive']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.3604, 0.3755, 0.397, 0.4691]	['MICRO', 'UNKNOWN', 'MICRO', 'UNKNOWN']
METPO:1000700	gram variable	['<http://purl.jp/bio/10/mpo#MPO_07004>']	['Gram variable']	['skos:broadMatch']	[0.4469]	['UNKNOWN']
METPO:1000701	motility	['<http://purl.jp/bio/10/mpo#MPO_02000>', '<http://doi.org/10.1601/MotilityObservation>', 'http://purl.obolibrary.org/obo/GO_0048870', 'http://purl.obolibrary.org/obo/GO_0048870', 'http://purl.obolibrary.org/obo/MICRO_0001176', '<http://purl.jp/bio/10/mpo#MPO_02029>', 'http://purl.obolibrary.org/obo/GO_0120054', 'http://purl.obolibrary.org/obo/GO_0097722', '<http://doi.org/10.1601/FormOfMotility>', '<http://doi.org/10.1601/MotilityModifier>', 'http://purl.obolibrary.org/obo/MICRO_0000279', '<http://purl.jp/bio/10/mpo#MPO_02025>', 'http://purl.obolibrary.org/obo/MICRO_0000437', '<http://purl.jp/bio/10/mpo#MPO_02001>', '<http://doi.org/10.1601/Motile>']	['Motility', 'Motility', 'cell motility', 'cell motility', 'motility assay', 'Floating motility', 'intestinal motility', 'sperm motility', 'Form of motility', 'Motility modifier', 'tumbling motility', 'Swimming motility', 'gliding motility', 'Motile', 'Motile']	['skos:closeMatch', 'skos:closeMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.1317, 0.1317, 0.3778, 0.3779, 0.4214, 0.4883, 0.5056, 0.5099, 0.5143, 0.562, 0.5637, 0.579, 0.5891, 0.5998, 0.5998]	['UNKNOWN', 'DOI', 'GO', 'GO', 'MICRO', 'UNKNOWN', 'GO', 'GO', 'DOI', 'DOI', 'MICRO', 'UNKNOWN', 'MICRO', 'UNKNOWN', 'DOI']
