?entity	?entityType	?synonymPred	?synValue	?lang	?synType	?xref	?src	?prov
<https://w3id.org/metpo/2000047>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not use as sulfur source"	""				
<https://w3id.org/metpo/2000048>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"uses for anaerobic catabolization"	""				
<https://w3id.org/metpo/2000049>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"uses for anaerobic growth"	""				
<https://w3id.org/metpo/2000050>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"uses for anaerobic growth in the dark"	""				
<https://w3id.org/metpo/2000051>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"uses for anaerobic growth with light"	""				
<https://w3id.org/metpo/2000052>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has temperature observation"	""				
<https://w3id.org/metpo/2000053>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has optimum temperature observation"	""				
<https://w3id.org/metpo/2000054>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has growth temperature observation"	""				
<https://w3id.org/metpo/2000055>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has range temperature observation"	""				
<https://w3id.org/metpo/2000056>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has temperature delta observation"	""				
<https://w3id.org/metpo/2000058>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has observed spot value"	""				
<https://w3id.org/metpo/2000059>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has minimum observed value"	""				
<https://w3id.org/metpo/2000060>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has maximum observed value"	""				
<https://w3id.org/metpo/2000061>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has value comments"	""				
<https://w3id.org/metpo/2000062>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"is negative data"	""				
<https://w3id.org/metpo/2000063>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"observation data property"	""				
<https://w3id.org/metpo/2000071>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has value"	""				
<https://w3id.org/metpo/2000101>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has quality"	""				
<https://w3id.org/metpo/2000102>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has phenotype"	""				
<https://w3id.org/metpo/2000103>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"capable of"	""				
<https://w3id.org/metpo/2000200>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"disproportionates"	""				
<https://w3id.org/metpo/2000201>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"lyses"	""				
<https://w3id.org/metpo/2000202>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"synthesizes"	""				
<https://w3id.org/metpo/2000203>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"fixes"	""				
<https://w3id.org/metpo/2000204>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"catabolizes"	""				
<https://w3id.org/metpo/2000205>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"mineralizes"	""				
<https://w3id.org/metpo/2000206>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"conjugates"	""				
<https://w3id.org/metpo/2000207>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"transports"	""				
<https://w3id.org/metpo/2000208>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"imports"	""				
<https://w3id.org/metpo/2000209>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"exports"	""				
<https://w3id.org/metpo/2000210>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"accumulates"	""				
<https://w3id.org/metpo/2000211>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"sequesters"	""				
<https://w3id.org/metpo/2000212>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"compartmentalizes"	""				
<https://w3id.org/metpo/2000213>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"binds"	""				
<https://w3id.org/metpo/2000214>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"chelates"	""				
<https://w3id.org/metpo/2000215>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"precipitates"	""				
<https://w3id.org/metpo/2000216>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"solubilizes"	""				
<https://w3id.org/metpo/2000217>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"volatilizes"	""				
<https://w3id.org/metpo/2000218>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"crystallizes"	""				
<https://w3id.org/metpo/2000219>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"adsorbs"	""				
<https://w3id.org/metpo/2000220>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not disproportionate"	""				
<https://w3id.org/metpo/2000221>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not lyse"	""				
<https://w3id.org/metpo/2000222>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not produce"	""				
<https://w3id.org/metpo/2000223>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not fix"	""				
<https://w3id.org/metpo/2000224>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not catabolize"	""				
<https://w3id.org/metpo/2000225>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not mineralize"	""				
<https://w3id.org/metpo/2000226>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not conjugate"	""				
<https://w3id.org/metpo/2000227>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not transport"	""				
<https://w3id.org/metpo/2000228>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not import"	""				
<https://w3id.org/metpo/2000229>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not export"	""				
<https://w3id.org/metpo/2000230>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not accumulate"	""				
<https://w3id.org/metpo/2000231>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not sequester"	""				
<https://w3id.org/metpo/2000232>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not compartmentalize"	""				
<https://w3id.org/metpo/2000233>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not bind"	""				
<https://w3id.org/metpo/2000234>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not chelate"	""				
<https://w3id.org/metpo/2000235>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not precipitate"	""				
<https://w3id.org/metpo/2000236>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not solubilize"	""				
<https://w3id.org/metpo/2000237>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not volatilize"	""				
<https://w3id.org/metpo/2000238>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"does not crystallize"	""				
<https://w3id.org/metpo/2000239>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has pH observation"	""				
<https://w3id.org/metpo/2000501>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has optimum pH observation"	""				
<https://w3id.org/metpo/2000502>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has growth pH observation"	""				
<https://w3id.org/metpo/2000503>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has range pH observation"	""				
<https://w3id.org/metpo/2000504>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has pH delta observation"	""				
<https://w3id.org/metpo/2000506>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has NaCl observation"	""				
<https://w3id.org/metpo/2000507>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has optimum NaCl observation"	""				
<https://w3id.org/metpo/2000508>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has growth NaCl observation"	""				
<https://w3id.org/metpo/2000509>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has range NaCl observation"	""				
<https://w3id.org/metpo/2000510>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has NaCl delta observation"	""				
<https://w3id.org/metpo/2000511>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has observation"	""				
<https://w3id.org/metpo/2000512>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has oxygen observation"	""				
<https://w3id.org/metpo/2000513>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has optimum oxygen observation"	""				
<https://w3id.org/metpo/2000514>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has growth oxygen observation"	""				
<https://w3id.org/metpo/2000515>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has range oxygen observation"	""				
<https://w3id.org/metpo/2000516>	"property"	<http://www.w3.org/2000/01/rdf-schema#label>	"has oxygen delta observation"	""				
