card_id	trait_name	mapping_kind	base_category	substrate_label	predicate_positive_id	predicate_positive_label	predicate_negative_id	predicate_negative_label	substrate_chebi_ids	process_curies	matched_process_metpo	status	trait_format	curie_count	usable_external_curies
anaerobic-growth-fructose	anaerobic growth: fructose	composed	anaerobic growth	fructose	METPO:2000049	uses for anaerobic growth	METPO:2000024	does not use for anaerobic growth	CHEBI:28757	GO:0040007; PATO:0001456		resolved_with_notes	composed_boolean	3	CHEBI; GO
anaerobic-growth-fumarate	anaerobic growth: fumarate	composed	anaerobic growth	fumarate	METPO:2000049	uses for anaerobic growth	METPO:2000024	does not use for anaerobic growth	CHEBI:29806	GO:0040007; PATO:0001456		resolved_with_notes	composed_boolean	3	CHEBI; GO
anaerobic-growth-galactose	anaerobic growth: galactose	composed	anaerobic growth	galactose	METPO:2000049	uses for anaerobic growth	METPO:2000024	does not use for anaerobic growth	CHEBI:28260	GO:0040007; PATO:0001456		resolved_with_notes	composed_boolean	3	CHEBI; GO
anaerobic-growth-glucose	anaerobic growth: glucose	composed	anaerobic growth	glucose	METPO:2000049	uses for anaerobic growth	METPO:2000024	does not use for anaerobic growth	CHEBI:17234	GO:0040007; PATO:0001456		resolved_with_notes	composed_boolean	3	CHEBI; GO
anaerobic-growth-nitrate	anaerobic growth: nitrate	composed	anaerobic growth	nitrate	METPO:2000049	uses for anaerobic growth	METPO:2000024	does not use for anaerobic growth	CHEBI:17632	GO:0040007; PATO:0001456		resolved_with_notes	composed_boolean	3	CHEBI; GO
assimilation-d-fructose	assimilation: (-)-D-fructose	composed	assimilation	(-)-D-fructose	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:48095	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-d-ribose	assimilation: (-)-D-ribose	composed	assimilation	(-)-D-ribose	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:16988	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-quinic-acid	assimilation: (-)-quinic acid	composed	assimilation	(-)-quinic acid	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:17521	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-d-arabitol	assimilation: (+)-D-arabitol	composed	assimilation	(+)-D-arabitol	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:18333	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-d-galactose	assimilation: (+)-D-galactose	composed	assimilation	(+)-D-galactose	METPO:2000002	assimilates	METPO:2000027	does not assimilate		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
assimilation-d-mannose	assimilation: (+)-D-mannose	composed	assimilation	(+)-D-mannose	METPO:2000002	assimilates	METPO:2000027	does not assimilate		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
assimilation-d-xylose	assimilation: (+)-D-xylose	composed	assimilation	(+)-D-xylose	METPO:2000002	assimilates	METPO:2000027	does not assimilate		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
assimilation-l-aspartate	assimilation: (+)-L-aspartate	composed	assimilation	(+)-L-aspartate	METPO:2000002	assimilates	METPO:2000027	does not assimilate		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
assimilation-r-amygdalin	assimilation: (R)-amygdalin	composed	assimilation	(R)-amygdalin	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:17019	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-r-lactate	assimilation: (R)-lactate	composed	assimilation	(R)-lactate	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:16004	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-r-malic-acid	assimilation: (R)-malic acid	composed	assimilation	(R)-malic acid	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:30796	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-r-mandelate	assimilation: (R)-mandelate	composed	assimilation	(R)-mandelate	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:32382	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-s-lactate	assimilation: (S)-lactate	composed	assimilation	(S)-lactate	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:16651	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-s-malic-acid	assimilation: (S)-malic acid	composed	assimilation	(S)-malic acid	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:30797	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-s-mandelic-acid	assimilation: (S)-mandelic acid	composed	assimilation	(S)-mandelic acid	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:32800	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-1-sodium-lactate	assimilation: 1 % sodium lactate	composed	assimilation	1 % sodium lactate	METPO:2000002	assimilates	METPO:2000027	does not assimilate		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
assimilation-1-o-methyl-alpha-galactopyranoside	assimilation: 1-o-methyl alpha-galactopyranoside	composed	assimilation	1-o-methyl alpha-galactopyranoside	METPO:2000002	assimilates	METPO:2000027	does not assimilate		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
assimilation-1-2-butandiol	assimilation: 1,2-butandiol	composed	assimilation	1,2-butandiol	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:52682	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-1-2-propandiol	assimilation: 1,2-propandiol	composed	assimilation	1,2-propandiol	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:16997	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-1-3-beta-d-glucan	assimilation: 1,3-beta-d-glucan	composed	assimilation	1,3-beta-d-glucan	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:37671	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-2-aminobenzoate	assimilation: 2-aminobenzoate	composed	assimilation	2-aminobenzoate	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:16567	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-2-aminobutyrate	assimilation: 2-aminobutyrate	composed	assimilation	2-aminobutyrate	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:28340	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-2-aminopentanoic-acid	assimilation: 2-aminopentanoic acid	composed	assimilation	2-aminopentanoic acid	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:19475	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-2-butanol	assimilation: 2-butanol	composed	assimilation	2-butanol	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:35686	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-2-dehydro-d-gluconate	assimilation: 2-dehydro-D-gluconate	composed	assimilation	2-dehydro-D-gluconate	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:16808	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-2-deoxy-d-ribose	assimilation: 2-deoxy-d-ribose	composed	assimilation	2-deoxy-d-ribose	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:28816	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-2-deoxyadenosine	assimilation: 2-deoxyadenosine	composed	assimilation	2-deoxyadenosine	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:17256	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-2-hydroxybutyrate	assimilation: 2-hydroxybutyrate	composed	assimilation	2-hydroxybutyrate	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:64552	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-2-naphthyl-dihydrogen-phosphate	assimilation: 2-naphthyl dihydrogen phosphate	composed	assimilation	2-naphthyl dihydrogen phosphate	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:91043	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-2-oxobutanoate	assimilation: 2-oxobutanoate	composed	assimilation	2-oxobutanoate	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:16763	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-2-oxogluconate	assimilation: 2-oxogluconate	composed	assimilation	2-oxogluconate	METPO:2000002	assimilates	METPO:2000027	does not assimilate		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
assimilation-2-oxoglutarate	assimilation: 2-oxoglutarate	composed	assimilation	2-oxoglutarate	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:30916	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-2-oxopentanoate	assimilation: 2-oxopentanoate	composed	assimilation	2-oxopentanoate	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:28644	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-2-2-dimethylsuccinic-acid	assimilation: 2,2-dimethylsuccinic acid	composed	assimilation	2,2-dimethylsuccinic acid	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:86537	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-2-3-butanediol	assimilation: 2,3-butanediol	composed	assimilation	2,3-butanediol	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:62064	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-2-3-butanone	assimilation: 2,3-butanone	composed	assimilation	2,3-butanone	METPO:2000002	assimilates	METPO:2000027	does not assimilate		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
assimilation-3-aminobenzoate	assimilation: 3-aminobenzoate	composed	assimilation	3-aminobenzoate	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:30761	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-3-aminobutyrate	assimilation: 3-aminobutyrate	composed	assimilation	3-aminobutyrate	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:87997	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-3-dehydro-d-gluconate	assimilation: 3-dehydro-D-gluconate	composed	assimilation	3-dehydro-D-gluconate	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:85256	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-3-hydroxy-2-butanone	assimilation: 3-hydroxy 2-butanone	composed	assimilation	3-hydroxy 2-butanone	METPO:2000002	assimilates	METPO:2000027	does not assimilate		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
assimilation-3-hydroxybenzoate	assimilation: 3-hydroxybenzoate	composed	assimilation	3-hydroxybenzoate	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:16193	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-3-hydroxybutyrate	assimilation: 3-hydroxybutyrate	composed	assimilation	3-hydroxybutyrate	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:37054	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-3-methylglucose	assimilation: 3-methylglucose	composed	assimilation	3-methylglucose	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:73918	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-3-o-methyl-alpha-d-glucopyranoside	assimilation: 3-O-methyl alpha-D-glucopyranoside	composed	assimilation	3-O-methyl alpha-D-glucopyranoside	METPO:2000002	assimilates	METPO:2000027	does not assimilate		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
assimilation-3-o-methyl-d-glucose	assimilation: 3-O-methyl-D-glucose	composed	assimilation	3-O-methyl-D-glucose	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:73918	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-3-phenylpropionate	assimilation: 3-phenylpropionate	composed	assimilation	3-phenylpropionate	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:51057	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-4-aminobutyrate	assimilation: 4-aminobutyrate	composed	assimilation	4-aminobutyrate	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:30566	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-4-coumarate	assimilation: 4-coumarate	composed	assimilation	4-coumarate	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:32373	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-4-hydroxy-l-proline	assimilation: 4-hydroxy-L-proline	composed	assimilation	4-hydroxy-L-proline	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:18240	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-4-hydroxybenzoate	assimilation: 4-hydroxybenzoate	composed	assimilation	4-hydroxybenzoate	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:17879	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-4-hydroxybutyrate	assimilation: 4-hydroxybutyrate	composed	assimilation	4-hydroxybutyrate	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:16724	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-4-hydroxyphenylacetic-acid	assimilation: 4-hydroxyphenylacetic acid	composed	assimilation	4-hydroxyphenylacetic acid	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:18101	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-4-nitrophenyl-6-o-phosphono-beta-d-galactoside	assimilation: 4-nitrophenyl 6-O-phosphono-beta-D-galactoside	composed	assimilation	4-nitrophenyl 6-O-phosphono-beta-D-galactoside	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:90128	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-4-nitrophenyl-alpha-d-glucopyranoside	assimilation: 4-nitrophenyl alpha-D-glucopyranoside	composed	assimilation	4-nitrophenyl alpha-D-glucopyranoside	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:91122	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-4-nitrophenyl-alpha-l-arabinoside	assimilation: 4-nitrophenyl alpha-L-arabinoside	composed	assimilation	4-nitrophenyl alpha-L-arabinoside	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:90133	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-4-nitrophenyl-beta-d-galactopyranoside	assimilation: 4-nitrophenyl beta-D-galactopyranoside	composed	assimilation	4-nitrophenyl beta-D-galactopyranoside	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:355715	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-4-nitrophenyl-beta-d-galactopyranoside-hydrolysate	assimilation: 4-nitrophenyl beta-D-galactopyranoside hydrolysate	composed	assimilation	4-nitrophenyl beta-D-galactopyranoside hydrolysate	METPO:2000002	assimilates	METPO:2000027	does not assimilate		GO:0009058		missing_chebi; missing_process_term	composed_boolean	1	GO
assimilation-4-nitrophenyl-beta-d-glucopyranoside	assimilation: 4-nitrophenyl beta-D-glucopyranoside	composed	assimilation	4-nitrophenyl beta-D-glucopyranoside	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:90259	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-4-nitrophenyl-beta-d-glucuronide	assimilation: 4-nitrophenyl beta-D-glucuronide	composed	assimilation	4-nitrophenyl beta-D-glucuronide	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:90146	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-4-nitrophenyl-beta-d-xylopyranoside	assimilation: 4-nitrophenyl beta-D-xylopyranoside	composed	assimilation	4-nitrophenyl beta-D-xylopyranoside	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:90148	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
assimilation-4-nitrophenyl-n-acetyl-beta-d-glucosaminide	assimilation: 4-nitrophenyl N-acetyl-beta-D-glucosaminide	composed	assimilation	4-nitrophenyl N-acetyl-beta-D-glucosaminide	METPO:2000002	assimilates	METPO:2000027	does not assimilate	CHEBI:90343	GO:0009058		resolved_with_notes	composed_boolean	2	CHEBI; GO
