card_id	name	type	ontology_curies	ontology_urls	description
aerobic-growth-citrate	aerobic growth: citrate	boolean	GO:0040007; PATO:0001455; CHEBI:16947	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001455; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16947	The increase in size or mass of an entire organism, a part of an organism or a cell.
aerobic-growth-d-fructose	aerobic growth: D-fructose	boolean	GO:0040007; PATO:0001455; CHEBI:15824	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001455; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15824	The increase in size or mass of an entire organism, a part of an organism or a cell.
aerobic-growth-d-galactose	aerobic growth: D-galactose	boolean	GO:0040007; PATO:0001455; CHEBI:12936	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001455; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:12936	The increase in size or mass of an entire organism, a part of an organism or a cell.
aerobic-growth-d-glucose	aerobic growth: D-glucose	boolean	GO:0040007; PATO:0001455; CHEBI:17634	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001455; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17634	The increase in size or mass of an entire organism, a part of an organism or a cell.
aerobic-growth-d-mannitol	aerobic growth: D-mannitol	boolean	GO:0040007; PATO:0001455; CHEBI:16899	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001455; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16899	The increase in size or mass of an entire organism, a part of an organism or a cell.
aerobic-growth-d-mannose	aerobic growth: D-mannose	boolean	GO:0040007; PATO:0001455; CHEBI:16024	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001455; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16024	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-catabolization-acetate	anaerobic catabolization: acetate	boolean	GO:0009061; CHEBI:30089	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009061; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30089	The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which uses compounds other than oxygen (e.g. nitrate, sulfate) as the terminal electron acceptor.
anaerobic-catabolization-cellobiose	anaerobic catabolization: cellobiose	boolean	GO:0009061; CHEBI:17057	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009061; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17057	The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which uses compounds other than oxygen (e.g. nitrate, sulfate) as the terminal electron acceptor.
anaerobic-catabolization-d-arabinose	anaerobic catabolization: D-arabinose	boolean	GO:0009061; CHEBI:17108	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009061; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17108	The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which uses compounds other than oxygen (e.g. nitrate, sulfate) as the terminal electron acceptor.
anaerobic-catabolization-d-fructose	anaerobic catabolization: D-fructose	boolean	GO:0009061; CHEBI:15824	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009061; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15824	The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which uses compounds other than oxygen (e.g. nitrate, sulfate) as the terminal electron acceptor.
anaerobic-growth-in-the-dark-acetate	anaerobic growth in the dark: acetate	boolean	GO:0040007; PATO:0001456; FBcv:0007038; CHEBI:30089	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456; https://www.ebi.ac.uk/ols4/ontologies/fbcv/classes?obo_id=FBcv%3A0007038; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30089	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-growth-in-the-dark-aspartate	anaerobic growth in the dark: aspartate	boolean	GO:0040007; PATO:0001456; FBcv:0007038; CHEBI:35391	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456; https://www.ebi.ac.uk/ols4/ontologies/fbcv/classes?obo_id=FBcv%3A0007038; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:35391	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-growth-in-the-dark-butyrate	anaerobic growth in the dark: butyrate	boolean	GO:0040007; PATO:0001456; FBcv:0007038; CHEBI:17968	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456; https://www.ebi.ac.uk/ols4/ontologies/fbcv/classes?obo_id=FBcv%3A0007038; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17968	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-growth-with-light-acetate	anaerobic growth with light: acetate	boolean	GO:0040007; PATO:0001456; FBcv:0007038; CHEBI:30089	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456; https://www.ebi.ac.uk/ols4/ontologies/fbcv/classes?obo_id=FBcv%3A0007038; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30089	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-growth-with-light-aspartate	anaerobic growth with light: aspartate	boolean	GO:0040007; PATO:0001456; FBcv:0007038; CHEBI:35391	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456; https://www.ebi.ac.uk/ols4/ontologies/fbcv/classes?obo_id=FBcv%3A0007038; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:35391	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-growth-with-light-bromosuccinate	anaerobic growth with light: bromosuccinate	boolean	GO:0040007; PATO:0001456; FBcv:0007038; CHEBI:73706	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456; https://www.ebi.ac.uk/ols4/ontologies/fbcv/classes?obo_id=FBcv%3A0007038; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:73706	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-growth-with-light-butyrate	anaerobic growth with light: butyrate	boolean	GO:0040007; PATO:0001456; FBcv:0007038; CHEBI:17968	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456; https://www.ebi.ac.uk/ols4/ontologies/fbcv/classes?obo_id=FBcv%3A0007038; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17968	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-growth-with-light-casamino-acids	anaerobic growth with light: casamino acids	boolean	GO:0040007; PATO:0001456; FBcv:0007038	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456; https://www.ebi.ac.uk/ols4/ontologies/fbcv/classes?obo_id=FBcv%3A0007038	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-growth-with-light-casein-hydrolysate	anaerobic growth with light: casein hydrolysate	boolean	GO:0040007; PATO:0001456; FBcv:0007038	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456; https://www.ebi.ac.uk/ols4/ontologies/fbcv/classes?obo_id=FBcv%3A0007038	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-growth-with-light-citrate	anaerobic growth with light: citrate	boolean	GO:0040007; PATO:0001456; FBcv:0007038; CHEBI:16947	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456; https://www.ebi.ac.uk/ols4/ontologies/fbcv/classes?obo_id=FBcv%3A0007038; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16947	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-growth-with-light-ethanol	anaerobic growth with light: ethanol	boolean	GO:0040007; PATO:0001456; FBcv:0007038; CHEBI:16236	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456; https://www.ebi.ac.uk/ols4/ontologies/fbcv/classes?obo_id=FBcv%3A0007038; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16236	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-growth-1-2-butandiol	anaerobic growth: 1,2-butandiol	boolean	GO:0040007; PATO:0001456; CHEBI:52682	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:52682	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-growth-acetate	anaerobic growth: acetate	boolean	GO:0040007; PATO:0001456; CHEBI:30089	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30089	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-growth-acetone	anaerobic growth: acetone	boolean	GO:0040007; PATO:0001456; CHEBI:15347	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15347	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-growth-alanine	anaerobic growth: alanine	boolean	GO:0040007; PATO:0001456; CHEBI:16449	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16449	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-growth-alpha-d-glucose	anaerobic growth: alpha-D-glucose	boolean	GO:0040007; PATO:0001456; CHEBI:17925	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17925	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-growth-arabinose	anaerobic growth: arabinose	boolean	GO:0040007; PATO:0001456; CHEBI:22599	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:22599	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-growth-arginine	anaerobic growth: arginine	boolean	GO:0040007; PATO:0001456; CHEBI:29016	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29016	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-growth-asparagine	anaerobic growth: asparagine	boolean	GO:0040007; PATO:0001456; CHEBI:22653	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:22653	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-growth-betaine	anaerobic growth: betaine	boolean	GO:0040007; PATO:0001456; CHEBI:17750	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17750	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-growth-butanol	anaerobic growth: butanol	boolean	GO:0040007; PATO:0001456; CHEBI:28885	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28885	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-growth-butyrate	anaerobic growth: butyrate	boolean	GO:0040007; PATO:0001456; CHEBI:17968	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17968	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-growth-carbon-dioxide	anaerobic growth: carbon dioxide	boolean	GO:0040007; PATO:0001456; CHEBI:16526	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16526	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-growth-casamino-acids	anaerobic growth: casamino acids	boolean	GO:0040007; PATO:0001456	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456	The increase in size or mass of an entire organism, a part of an organism or a cell.
anaerobic-growth-cellobiose	anaerobic growth: cellobiose	boolean	GO:0040007; PATO:0001456; CHEBI:17057	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0040007; https://www.ebi.ac.uk/ols/ontologies/pato/terms?obo_id=PATO%3A0001456; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17057	The increase in size or mass of an entire organism, a part of an organism or a cell.
